"epsilon","bools","stable","falsePos","A","B","stableA","controlableA","stabEig","unStabEig","eig",
1,100,96,4,"[-0.306636497490102 0.4917498030813 -0.949698997142996;0.245605581318261 -0.748927537290361 -0.171142238151937;0.593249370616792 0.644788013518041 0.462814935945874]","[0.562748000551926 0.784534376462215;-0.265428169737262 -0.514793227440661;0.489735712483345 -0.740806048324919]",1,1,3,0,0.17967-0.77713i         0.17967+0.77713i              -0.95208+0i,
1.5,100,100,0,"[-0.306636497490102 0.4917498030813 -0.949698997142996;0.245605581318261 -0.748927537290361 -0.171142238151937;0.593249370616792 0.644788013518041 0.462814935945874]","[0.562748000551926 0.784534376462215;-0.265428169737262 -0.514793227440661;0.489735712483345 -0.740806048324919]",1,1,3,0,0.17967-0.77713i         0.17967+0.77713i              -0.95208+0i,
2,100,95,5,"[-0.306636497490102 0.4917498030813 -0.949698997142996;0.245605581318261 -0.748927537290361 -0.171142238151937;0.593249370616792 0.644788013518041 0.462814935945874]","[0.562748000551926 0.784534376462215;-0.265428169737262 -0.514793227440661;0.489735712483345 -0.740806048324919]",1,1,3,0,0.17967-0.77713i         0.17967+0.77713i              -0.95208+0i,
2.2,100,99,1,"[-0.306636497490102 0.4917498030813 -0.949698997142996;0.245605581318261 -0.748927537290361 -0.171142238151937;0.593249370616792 0.644788013518041 0.462814935945874]","[0.562748000551926 0.784534376462215;-0.265428169737262 -0.514793227440661;0.489735712483345 -0.740806048324919]",1,1,3,0,0.17967-0.77713i         0.17967+0.77713i              -0.95208+0i,
2.4,100,97,3,"[-0.306636497490102 0.4917498030813 -0.949698997142996;0.245605581318261 -0.748927537290361 -0.171142238151937;0.593249370616792 0.644788013518041 0.462814935945874]","[0.562748000551926 0.784534376462215;-0.265428169737262 -0.514793227440661;0.489735712483345 -0.740806048324919]",1,1,3,0,0.17967-0.77713i         0.17967+0.77713i              -0.95208+0i,
2.6,100,95,5,"[-0.306636497490102 0.4917498030813 -0.949698997142996;0.245605581318261 -0.748927537290361 -0.171142238151937;0.593249370616792 0.644788013518041 0.462814935945874]","[0.562748000551926 0.784534376462215;-0.265428169737262 -0.514793227440661;0.489735712483345 -0.740806048324919]",1,1,3,0,0.17967-0.77713i         0.17967+0.77713i              -0.95208+0i,
0.5,100,86,14,"[-0.549864235744173 0.854976014358856 -0.674202199564535;-0.299972161998468 -0.897372486366409 0.676811539346061;-0.425830773707648 0.185333510412773 -0.664878139577458]","[0.00440123081894539 -0.905844580902332;0.998658958051439 -0.572678829758402;-0.289185697464238 -0.204321751794589]",0,1,2,1,-0.374-0.37331i          -0.374+0.37331i               -1.3641+0i,
1,100,65,35,"[-0.549864235744173 0.854976014358856 -0.674202199564535;-0.299972161998468 -0.897372486366409 0.676811539346061;-0.425830773707648 0.185333510412773 -0.664878139577458]","[0.00440123081894539 -0.905844580902332;0.998658958051439 -0.572678829758402;-0.289185697464238 -0.204321751794589]",0,1,2,1,-0.374-0.37331i          -0.374+0.37331i               -1.3641+0i,
1.5,100,52,48,"[-0.549864235744173 0.854976014358856 -0.674202199564535;-0.299972161998468 -0.897372486366409 0.676811539346061;-0.425830773707648 0.185333510412773 -0.664878139577458]","[0.00440123081894539 -0.905844580902332;0.998658958051439 -0.572678829758402;-0.289185697464238 -0.204321751794589]",0,1,2,1,-0.374-0.37331i          -0.374+0.37331i               -1.3641+0i,
2,100,55,45,"[-0.549864235744173 0.854976014358856 -0.674202199564535;-0.299972161998468 -0.897372486366409 0.676811539346061;-0.425830773707648 0.185333510412773 -0.664878139577458]","[0.00440123081894539 -0.905844580902332;0.998658958051439 -0.572678829758402;-0.289185697464238 -0.204321751794589]",0,1,2,1,-0.374-0.37331i          -0.374+0.37331i               -1.3641+0i,
2.2,100,43,57,"[-0.549864235744173 0.854976014358856 -0.674202199564535;-0.299972161998468 -0.897372486366409 0.676811539346061;-0.425830773707648 0.185333510412773 -0.664878139577458]","[0.00440123081894539 -0.905844580902332;0.998658958051439 -0.572678829758402;-0.289185697464238 -0.204321751794589]",0,1,2,1,-0.374-0.37331i          -0.374+0.37331i               -1.3641+0i,
2.4,100,46,54,"[-0.549864235744173 0.854976014358856 -0.674202199564535;-0.299972161998468 -0.897372486366409 0.676811539346061;-0.425830773707648 0.185333510412773 -0.664878139577458]","[0.00440123081894539 -0.905844580902332;0.998658958051439 -0.572678829758402;-0.289185697464238 -0.204321751794589]",0,1,2,1,-0.374-0.37331i          -0.374+0.37331i               -1.3641+0i,
2.6,100,51,49,"[-0.549864235744173 0.854976014358856 -0.674202199564535;-0.299972161998468 -0.897372486366409 0.676811539346061;-0.425830773707648 0.185333510412773 -0.664878139577458]","[0.00440123081894539 -0.905844580902332;0.998658958051439 -0.572678829758402;-0.289185697464238 -0.204321751794589]",0,1,2,1,-0.374-0.37331i          -0.374+0.37331i               -1.3641+0i,
0.5,100,95,5,"[-0.33266363923941 0.366377569399965 0.880673308841814;-0.540794936063605 0.924227591445727 -0.988331350855258;0.872240355004137 -0.124053644734404 0.220614060139751]","[0.602151513932239 0.526525550667484;-0.534036933172704 0.652899079405363;0.864937351841957 0.146927177209732]",0,1,2,1,-1.002+0i         0.90708-0.35408i         0.90708+0.35408i,
1,100,89,11,"[-0.33266363923941 0.366377569399965 0.880673308841814;-0.540794936063605 0.924227591445727 -0.988331350855258;0.872240355004137 -0.124053644734404 0.220614060139751]","[0.602151513932239 0.526525550667484;-0.534036933172704 0.652899079405363;0.864937351841957 0.146927177209732]",0,1,2,1,-1.002+0i         0.90708-0.35408i         0.90708+0.35408i,
1.5,100,77,23,"[-0.33266363923941 0.366377569399965 0.880673308841814;-0.540794936063605 0.924227591445727 -0.988331350855258;0.872240355004137 -0.124053644734404 0.220614060139751]","[0.602151513932239 0.526525550667484;-0.534036933172704 0.652899079405363;0.864937351841957 0.146927177209732]",0,1,2,1,-1.002+0i         0.90708-0.35408i         0.90708+0.35408i,
2,100,75,25,"[-0.33266363923941 0.366377569399965 0.880673308841814;-0.540794936063605 0.924227591445727 -0.988331350855258;0.872240355004137 -0.124053644734404 0.220614060139751]","[0.602151513932239 0.526525550667484;-0.534036933172704 0.652899079405363;0.864937351841957 0.146927177209732]",0,1,2,1,-1.002+0i         0.90708-0.35408i         0.90708+0.35408i,
2.2,100,62,38,"[-0.33266363923941 0.366377569399965 0.880673308841814;-0.540794936063605 0.924227591445727 -0.988331350855258;0.872240355004137 -0.124053644734404 0.220614060139751]","[0.602151513932239 0.526525550667484;-0.534036933172704 0.652899079405363;0.864937351841957 0.146927177209732]",0,1,2,1,-1.002+0i         0.90708-0.35408i         0.90708+0.35408i,
2.4,100,65,35,"[-0.33266363923941 0.366377569399965 0.880673308841814;-0.540794936063605 0.924227591445727 -0.988331350855258;0.872240355004137 -0.124053644734404 0.220614060139751]","[0.602151513932239 0.526525550667484;-0.534036933172704 0.652899079405363;0.864937351841957 0.146927177209732]",0,1,2,1,-1.002+0i         0.90708-0.35408i         0.90708+0.35408i,
2.6,100,64,36,"[-0.33266363923941 0.366377569399965 0.880673308841814;-0.540794936063605 0.924227591445727 -0.988331350855258;0.872240355004137 -0.124053644734404 0.220614060139751]","[0.602151513932239 0.526525550667484;-0.534036933172704 0.652899079405363;0.864937351841957 0.146927177209732]",0,1,2,1,-1.002+0i         0.90708-0.35408i         0.90708+0.35408i,
0.5,100,70,30,"[0.585163328240452 -0.375227315961493 -0.419075016905464;-0.341917608321505 0.169046957057111 -0.194891215873755;-0.553076047748295 0.659828282043046 0.724114596866292]","[0.229479100432799 0.65441816989331;0.982375576659586 0.351723237905549;-0.592602249628756 -0.502101059920384]",0,1,2,1,1.1766+0i         0.15087-0.18919i         0.15087+0.18919i,
1,100,61,39,"[0.585163328240452 -0.375227315961493 -0.419075016905464;-0.341917608321505 0.169046957057111 -0.194891215873755;-0.553076047748295 0.659828282043046 0.724114596866292]","[0.229479100432799 0.65441816989331;0.982375576659586 0.351723237905549;-0.592602249628756 -0.502101059920384]",0,1,2,1,1.1766+0i         0.15087-0.18919i         0.15087+0.18919i,
1.5,100,49,51,"[0.585163328240452 -0.375227315961493 -0.419075016905464;-0.341917608321505 0.169046957057111 -0.194891215873755;-0.553076047748295 0.659828282043046 0.724114596866292]","[0.229479100432799 0.65441816989331;0.982375576659586 0.351723237905549;-0.592602249628756 -0.502101059920384]",0,1,2,1,1.1766+0i         0.15087-0.18919i         0.15087+0.18919i,
2,100,46,54,"[0.585163328240452 -0.375227315961493 -0.419075016905464;-0.341917608321505 0.169046957057111 -0.194891215873755;-0.553076047748295 0.659828282043046 0.724114596866292]","[0.229479100432799 0.65441816989331;0.982375576659586 0.351723237905549;-0.592602249628756 -0.502101059920384]",0,1,2,1,1.1766+0i         0.15087-0.18919i         0.15087+0.18919i,
2.2,100,45,55,"[0.585163328240452 -0.375227315961493 -0.419075016905464;-0.341917608321505 0.169046957057111 -0.194891215873755;-0.553076047748295 0.659828282043046 0.724114596866292]","[0.229479100432799 0.65441816989331;0.982375576659586 0.351723237905549;-0.592602249628756 -0.502101059920384]",0,1,2,1,1.1766+0i         0.15087-0.18919i         0.15087+0.18919i,
2.4,100,45,55,"[0.585163328240452 -0.375227315961493 -0.419075016905464;-0.341917608321505 0.169046957057111 -0.194891215873755;-0.553076047748295 0.659828282043046 0.724114596866292]","[0.229479100432799 0.65441816989331;0.982375576659586 0.351723237905549;-0.592602249628756 -0.502101059920384]",0,1,2,1,1.1766+0i         0.15087-0.18919i         0.15087+0.18919i,
2.6,100,41,59,"[0.585163328240452 -0.375227315961493 -0.419075016905464;-0.341917608321505 0.169046957057111 -0.194891215873755;-0.553076047748295 0.659828282043046 0.724114596866292]","[0.229479100432799 0.65441816989331;0.982375576659586 0.351723237905549;-0.592602249628756 -0.502101059920384]",0,1,2,1,1.1766+0i         0.15087-0.18919i         0.15087+0.18919i,
0.5,100,100,0,"[-0.0484287468609348 0.601045531607702 0.682172660090845;-0.201849546546416 -0.789862457417658 -0.290987511199122;0.198876498182824 0.642884388252784 -0.139861074768333]","[0.144478436825369 0.515768301241571;0.401649461542473 -0.221742472861546;0.48493951397456 -0.141395030000325]",1,1,3,0,-0.22615-0.19807i        -0.22615+0.19807i              -0.52584+0i,
1,100,99,1,"[-0.0484287468609348 0.601045531607702 0.682172660090845;-0.201849546546416 -0.789862457417658 -0.290987511199122;0.198876498182824 0.642884388252784 -0.139861074768333]","[0.144478436825369 0.515768301241571;0.401649461542473 -0.221742472861546;0.48493951397456 -0.141395030000325]",1,1,3,0,-0.22615-0.19807i        -0.22615+0.19807i              -0.52584+0i,
1.5,100,100,0,"[-0.0484287468609348 0.601045531607702 0.682172660090845;-0.201849546546416 -0.789862457417658 -0.290987511199122;0.198876498182824 0.642884388252784 -0.139861074768333]","[0.144478436825369 0.515768301241571;0.401649461542473 -0.221742472861546;0.48493951397456 -0.141395030000325]",1,1,3,0,-0.22615-0.19807i        -0.22615+0.19807i              -0.52584+0i,
2,100,100,0,"[-0.0484287468609348 0.601045531607702 0.682172660090845;-0.201849546546416 -0.789862457417658 -0.290987511199122;0.198876498182824 0.642884388252784 -0.139861074768333]","[0.144478436825369 0.515768301241571;0.401649461542473 -0.221742472861546;0.48493951397456 -0.141395030000325]",1,1,3,0,-0.22615-0.19807i        -0.22615+0.19807i              -0.52584+0i,
2.2,100,100,0,"[-0.0484287468609348 0.601045531607702 0.682172660090845;-0.201849546546416 -0.789862457417658 -0.290987511199122;0.198876498182824 0.642884388252784 -0.139861074768333]","[0.144478436825369 0.515768301241571;0.401649461542473 -0.221742472861546;0.48493951397456 -0.141395030000325]",1,1,3,0,-0.22615-0.19807i        -0.22615+0.19807i              -0.52584+0i,
2.4,100,100,0,"[-0.0484287468609348 0.601045531607702 0.682172660090845;-0.201849546546416 -0.789862457417658 -0.290987511199122;0.198876498182824 0.642884388252784 -0.139861074768333]","[0.144478436825369 0.515768301241571;0.401649461542473 -0.221742472861546;0.48493951397456 -0.141395030000325]",1,1,3,0,-0.22615-0.19807i        -0.22615+0.19807i              -0.52584+0i,
2.6,100,100,0,"[-0.0484287468609348 0.601045531607702 0.682172660090845;-0.201849546546416 -0.789862457417658 -0.290987511199122;0.198876498182824 0.642884388252784 -0.139861074768333]","[0.144478436825369 0.515768301241571;0.401649461542473 -0.221742472861546;0.48493951397456 -0.141395030000325]",1,1,3,0,-0.22615-0.19807i        -0.22615+0.19807i              -0.52584+0i,
0.5,100,98,2,"[0.912689315001317 -0.447309367403553 0.926936931613983;0.145942734540969 0.244647230304901 -0.828194610065498;0.699444108437347 0.176723369227078 0.000997783207901115]","[0.0431793529961098 0.768777877019721;-0.819667995662073 -0.122020666388819;0.80933295938025 0.563445225834333]",0,1,2,1,1.4324+0i        -0.13703-0.40191i        -0.13703+0.40191i,
1,100,85,15,"[0.912689315001317 -0.447309367403553 0.926936931613983;0.145942734540969 0.244647230304901 -0.828194610065498;0.699444108437347 0.176723369227078 0.000997783207901115]","[0.0431793529961098 0.768777877019721;-0.819667995662073 -0.122020666388819;0.80933295938025 0.563445225834333]",0,1,2,1,1.4324+0i        -0.13703-0.40191i        -0.13703+0.40191i,
1.5,100,53,47,"[0.912689315001317 -0.447309367403553 0.926936931613983;0.145942734540969 0.244647230304901 -0.828194610065498;0.699444108437347 0.176723369227078 0.000997783207901115]","[0.0431793529961098 0.768777877019721;-0.819667995662073 -0.122020666388819;0.80933295938025 0.563445225834333]",0,1,2,1,1.4324+0i        -0.13703-0.40191i        -0.13703+0.40191i,
2,100,51,49,"[0.912689315001317 -0.447309367403553 0.926936931613983;0.145942734540969 0.244647230304901 -0.828194610065498;0.699444108437347 0.176723369227078 0.000997783207901115]","[0.0431793529961098 0.768777877019721;-0.819667995662073 -0.122020666388819;0.80933295938025 0.563445225834333]",0,1,2,1,1.4324+0i        -0.13703-0.40191i        -0.13703+0.40191i,
2.2,100,53,47,"[0.912689315001317 -0.447309367403553 0.926936931613983;0.145942734540969 0.244647230304901 -0.828194610065498;0.699444108437347 0.176723369227078 0.000997783207901115]","[0.0431793529961098 0.768777877019721;-0.819667995662073 -0.122020666388819;0.80933295938025 0.563445225834333]",0,1,2,1,1.4324+0i        -0.13703-0.40191i        -0.13703+0.40191i,
2.4,100,56,44,"[0.912689315001317 -0.447309367403553 0.926936931613983;0.145942734540969 0.244647230304901 -0.828194610065498;0.699444108437347 0.176723369227078 0.000997783207901115]","[0.0431793529961098 0.768777877019721;-0.819667995662073 -0.122020666388819;0.80933295938025 0.563445225834333]",0,1,2,1,1.4324+0i        -0.13703-0.40191i        -0.13703+0.40191i,
2.6,100,46,54,"[0.912689315001317 -0.447309367403553 0.926936931613983;0.145942734540969 0.244647230304901 -0.828194610065498;0.699444108437347 0.176723369227078 0.000997783207901115]","[0.0431793529961098 0.768777877019721;-0.819667995662073 -0.122020666388819;0.80933295938025 0.563445225834333]",0,1,2,1,1.4324+0i        -0.13703-0.40191i        -0.13703+0.40191i,
0.5,100,99,1,"[-0.703069954113183 -0.10868757712085 -0.392296754444695;0.239631854521742 0.687999022949872 -0.0334108645314288;-0.478752641211159 -0.607590162537496 -0.324375912257953]","[0.596971659043098 -0.526240433547891;0.974975150378706 0.404473265335781;-0.681904890555211 -0.249056674604905]",1,1,3,0,-0.94125    -0.12919       0.731,
1,100,97,3,"[-0.703069954113183 -0.10868757712085 -0.392296754444695;0.239631854521742 0.687999022949872 -0.0334108645314288;-0.478752641211159 -0.607590162537496 -0.324375912257953]","[0.596971659043098 -0.526240433547891;0.974975150378706 0.404473265335781;-0.681904890555211 -0.249056674604905]",1,1,3,0,-0.94125    -0.12919       0.731,
1.5,100,100,0,"[-0.703069954113183 -0.10868757712085 -0.392296754444695;0.239631854521742 0.687999022949872 -0.0334108645314288;-0.478752641211159 -0.607590162537496 -0.324375912257953]","[0.596971659043098 -0.526240433547891;0.974975150378706 0.404473265335781;-0.681904890555211 -0.249056674604905]",1,1,3,0,-0.94125    -0.12919       0.731,
2,100,99,1,"[-0.703069954113183 -0.10868757712085 -0.392296754444695;0.239631854521742 0.687999022949872 -0.0334108645314288;-0.478752641211159 -0.607590162537496 -0.324375912257953]","[0.596971659043098 -0.526240433547891;0.974975150378706 0.404473265335781;-0.681904890555211 -0.249056674604905]",1,1,3,0,-0.94125    -0.12919       0.731,
2.2,100,99,1,"[-0.703069954113183 -0.10868757712085 -0.392296754444695;0.239631854521742 0.687999022949872 -0.0334108645314288;-0.478752641211159 -0.607590162537496 -0.324375912257953]","[0.596971659043098 -0.526240433547891;0.974975150378706 0.404473265335781;-0.681904890555211 -0.249056674604905]",1,1,3,0,-0.94125    -0.12919       0.731,
2.4,100,98,2,"[-0.703069954113183 -0.10868757712085 -0.392296754444695;0.239631854521742 0.687999022949872 -0.0334108645314288;-0.478752641211159 -0.607590162537496 -0.324375912257953]","[0.596971659043098 -0.526240433547891;0.974975150378706 0.404473265335781;-0.681904890555211 -0.249056674604905]",1,1,3,0,-0.94125    -0.12919       0.731,
